type,value,timestamp
pressure,100,2024-11-11 11:13:19
pressure,172,2024-11-11 11:13:20
pressure,181,2024-11-11 11:13:21
boil_off_rate,122,2024-11-11 11:13:22
density_difference,1,2024-11-11 11:13:23
boil_off_rate,25,2024-11-11 11:13:24
boil_off_rate,117,2024-11-11 11:13:25
density_difference,8,2024-11-11 11:13:26
density_difference,9,2024-11-11 11:13:27
boil_off_rate,32,2024-11-11 11:13:28
boil_off_rate,110,2024-11-11 11:13:29
boil_off_rate,148,2024-11-11 11:13:30
boil_off_rate,58,2024-11-11 11:13:31
pressure,106,2024-11-11 11:13:32
boil_off_rate,65,2024-11-11 11:13:33
boil_off_rate,3,2024-11-11 11:13:34
density_difference,2,2024-11-11 11:13:35
pressure,279,2024-11-11 11:13:36
density_difference,6,2024-11-11 11:13:37
boil_off_rate,125,2024-11-11 11:13:38
pressure,194,2024-11-11 11:13:39
pressure,212,2024-11-11 11:13:40
pressure,159,2024-11-11 11:13:41
pressure,197,2024-11-11 11:13:42
density_difference,1,2024-11-11 11:13:43
pressure,257,2024-11-11 11:13:44
density_difference,1,2024-11-11 11:13:45
density_difference,2,2024-11-11 11:13:46
boil_off_rate,106,2024-11-11 11:13:47
density_difference,8,2024-11-11 11:13:48
boil_off_rate,122,2024-11-11 11:13:49
boil_off_rate,9,2024-11-11 11:13:50
pressure,147,2024-11-11 11:13:51
pressure,252,2024-11-11 11:13:52
density_difference,9,2024-11-11 11:13:53
boil_off_rate,93,2024-11-11 11:13:54
boil_off_rate,34,2024-11-11 11:13:55
density_difference,1,2024-11-11 11:13:56
boil_off_rate,107,2024-11-11 11:13:57
pressure,134,2024-11-11 11:13:58
density_difference,6,2024-11-11 11:13:59
density_difference,10,2024-11-11 11:14:00
boil_off_rate,145,2024-11-11 11:14:01
density_difference,6,2024-11-11 11:14:02
boil_off_rate,54,2024-11-11 11:14:03
boil_off_rate,119,2024-11-11 11:14:04
boil_off_rate,96,2024-11-11 11:14:05
boil_off_rate,19,2024-11-11 11:14:06
density_difference,7,2024-11-11 11:14:07
density_difference,5,2024-11-11 11:14:08
pressure,106,2024-11-11 11:14:09
density_difference,3,2024-11-11 11:14:10
boil_off_rate,3,2024-11-11 11:14:11
density_difference,10,2024-11-11 11:14:12
pressure,233,2024-11-11 11:14:13
pressure,117,2024-11-11 11:14:14
boil_off_rate,61,2024-11-11 11:14:15
boil_off_rate,78,2024-11-11 11:14:16
pressure,206,2024-11-11 11:14:17
boil_off_rate,117,2024-11-11 11:14:18
density_difference,6,2024-11-11 11:14:19
pressure,277,2024-11-11 11:14:20
density_difference,3,2024-11-11 11:14:21
boil_off_rate,91,2024-11-11 11:14:22
pressure,204,2024-11-11 11:14:23
pressure,204,2024-11-11 11:14:24
boil_off_rate,58,2024-11-11 11:14:25
boil_off_rate,38,2024-11-11 11:14:26
density_difference,7,2024-11-11 11:14:27
pressure,207,2024-11-11 11:14:28
boil_off_rate,112,2024-11-11 11:14:29
density_difference,2,2024-11-11 11:14:30
density_difference,6,2024-11-11 11:14:31
pressure,182,2024-11-11 11:14:32
boil_off_rate,129,2024-11-11 11:14:33
density_difference,6,2024-11-11 11:14:34
pressure,247,2024-11-11 11:14:35
boil_off_rate,69,2024-11-11 11:14:36
boil_off_rate,41,2024-11-11 11:14:37
pressure,263,2024-11-11 11:14:38
density_difference,6,2024-11-11 11:14:39
boil_off_rate,51,2024-11-11 11:14:40
boil_off_rate,112,2024-11-11 11:14:41
pressure,121,2024-11-11 11:14:42
density_difference,10,2024-11-11 11:14:43
boil_off_rate,79,2024-11-11 11:14:44
boil_off_rate,110,2024-11-11 11:14:45
density_difference,1,2024-11-11 11:14:46
density_difference,10,2024-11-11 11:14:47
boil_off_rate,121,2024-11-11 11:14:48
pressure,261,2024-11-11 11:14:49
boil_off_rate,47,2024-11-11 11:14:50
boil_off_rate,36,2024-11-11 11:14:51
boil_off_rate,91,2024-11-11 11:14:52
pressure,300,2024-11-11 11:14:53
density_difference,1,2024-11-11 11:14:54
density_difference,4,2024-11-11 11:14:55
density_difference,9,2024-11-11 11:14:56
boil_off_rate,147,2024-11-11 11:14:57
pressure,260,2024-11-11 11:14:58
pressure,129,2024-11-11 11:14:59
boil_off_rate,42,2024-11-11 11:15:00
pressure,210,2024-11-11 11:15:01
pressure,151,2024-11-11 11:15:02
density_difference,1,2024-11-11 11:15:03
density_difference,1,2024-11-11 11:15:04
pressure,294,2024-11-11 11:15:05
pressure,131,2024-11-11 11:15:06
boil_off_rate,112,2024-11-11 11:15:07
density_difference,3,2024-11-11 11:15:08
density_difference,10,2024-11-11 11:15:09
boil_off_rate,2,2024-11-11 11:15:10
density_difference,7,2024-11-11 11:15:11
boil_off_rate,43,2024-11-11 11:15:12
boil_off_rate,136,2024-11-11 11:15:13
density_difference,8,2024-11-11 11:15:14
pressure,116,2024-11-11 11:15:15
density_difference,8,2024-11-11 11:15:16
density_difference,5,2024-11-11 11:15:17
density_difference,10,2024-11-11 11:15:18
pressure,113,2024-11-11 11:15:19
density_difference,6,2024-11-11 11:15:20
density_difference,3,2024-11-11 11:15:21
pressure,196,2024-11-11 11:15:22
density_difference,3,2024-11-11 11:15:23
pressure,253,2024-11-11 11:15:24
density_difference,3,2024-11-11 11:15:25
boil_off_rate,37,2024-11-11 11:15:26
boil_off_rate,76,2024-11-11 11:15:27
boil_off_rate,34,2024-11-11 11:15:28
pressure,234,2024-11-11 11:15:29
pressure,124,2024-11-11 11:15:30
density_difference,9,2024-11-11 11:15:31
pressure,269,2024-11-11 11:15:32
density_difference,6,2024-11-11 11:15:33
boil_off_rate,108,2024-11-11 11:15:34
pressure,240,2024-11-11 11:15:35
density_difference,7,2024-11-11 11:15:36
density_difference,7,2024-11-11 11:15:37
pressure,116,2024-11-11 11:15:38
pressure,235,2024-11-11 11:15:39
boil_off_rate,71,2024-11-11 11:15:40
density_difference,2,2024-11-11 11:15:41
boil_off_rate,4,2024-11-11 11:15:42
density_difference,5,2024-11-11 11:15:43
pressure,105,2024-11-11 11:15:44
boil_off_rate,137,2024-11-11 11:15:45
density_difference,10,2024-11-11 11:15:46
density_difference,4,2024-11-11 11:15:47
pressure,133,2024-11-11 11:15:48
pressure,206,2024-11-11 11:15:49
boil_off_rate,106,2024-11-11 11:15:50
pressure,196,2024-11-11 11:15:51
boil_off_rate,130,2024-11-11 11:15:52
boil_off_rate,111,2024-11-11 11:15:53
density_difference,9,2024-11-11 11:15:54
density_difference,4,2024-11-11 11:15:55
density_difference,10,2024-11-11 11:15:56
pressure,180,2024-11-11 11:15:57
boil_off_rate,66,2024-11-11 11:15:58
density_difference,1,2024-11-11 11:15:59
density_difference,9,2024-11-11 11:16:00
boil_off_rate,56,2024-11-11 11:16:01
density_difference,1,2024-11-11 11:16:02
density_difference,10,2024-11-11 11:16:03
pressure,277,2024-11-11 11:16:04
boil_off_rate,98,2024-11-11 11:16:05
density_difference,5,2024-11-11 11:16:06
pressure,149,2024-11-11 11:16:07
pressure,206,2024-11-11 11:16:08
pressure,221,2024-11-11 11:16:09
pressure,285,2024-11-11 11:16:10
pressure,227,2024-11-11 11:16:11
boil_off_rate,99,2024-11-11 11:16:12
boil_off_rate,148,2024-11-11 11:16:13
density_difference,10,2024-11-11 11:16:14
density_difference,6,2024-11-11 11:16:15
boil_off_rate,49,2024-11-11 11:16:16
boil_off_rate,113,2024-11-11 11:16:17
density_difference,5,2024-11-11 11:16:18
density_difference,5,2024-11-11 11:16:19
pressure,287,2024-11-11 11:16:20
pressure,162,2024-11-11 11:16:21
pressure,232,2024-11-11 11:16:22
pressure,266,2024-11-11 11:16:23
pressure,233,2024-11-11 11:16:24
pressure,127,2024-11-11 11:16:25
pressure,203,2024-11-11 11:16:26
density_difference,7,2024-11-11 11:16:27
pressure,292,2024-11-11 11:16:28
pressure,202,2024-11-11 11:16:29
boil_off_rate,24,2024-11-11 11:16:30
pressure,208,2024-11-11 11:16:31
boil_off_rate,131,2024-11-11 11:16:32
pressure,300,2024-11-11 11:16:33
density_difference,4,2024-11-11 11:16:34
pressure,227,2024-11-11 11:16:35
density_difference,3,2024-11-11 11:16:36
pressure,263,2024-11-11 11:16:37
boil_off_rate,140,2024-11-11 11:16:38
density_difference,1,2024-11-11 11:16:39
density_difference,4,2024-11-11 11:16:40
pressure,185,2024-11-11 11:16:41
pressure,138,2024-11-11 11:16:42
boil_off_rate,58,2024-11-11 11:16:43
density_difference,6,2024-11-11 11:16:44
density_difference,7,2024-11-11 11:16:45
density_difference,4,2024-11-11 11:16:46
density_difference,9,2024-11-11 11:16:47
boil_off_rate,106,2024-11-11 11:16:48
pressure,228,2024-11-11 11:16:49
density_difference,10,2024-11-11 11:16:50
pressure,260,2024-11-11 11:16:51
pressure,134,2024-11-11 11:16:52
pressure,162,2024-11-11 11:16:53
boil_off_rate,132,2024-11-11 11:16:54
density_difference,5,2024-11-11 11:16:55
pressure,252,2024-11-11 11:16:56
density_difference,7,2024-11-11 11:16:57
density_difference,6,2024-11-11 11:16:58
density_difference,4,2024-11-11 11:16:59
pressure,267,2024-11-11 11:17:00
pressure,100,2024-11-11 11:17:01
boil_off_rate,150,2024-11-11 11:17:02
boil_off_rate,60,2024-11-11 11:17:03
density_difference,3,2024-11-11 11:17:04
density_difference,8,2024-11-11 11:17:05
boil_off_rate,122,2024-11-11 11:17:06
density_difference,8,2024-11-11 11:17:07
pressure,206,2024-11-11 11:17:08
pressure,241,2024-11-11 11:17:09
pressure,106,2024-11-11 11:17:10
pressure,181,2024-11-11 11:17:11
boil_off_rate,112,2024-11-11 11:17:12
density_difference,3,2024-11-11 11:17:13
boil_off_rate,64,2024-11-11 11:17:14
density_difference,1,2024-11-11 11:17:15
density_difference,1,2024-11-11 11:17:16
boil_off_rate,20,2024-11-11 11:17:17
boil_off_rate,115,2024-11-11 11:17:18
density_difference,5,2024-11-11 11:17:19
pressure,299,2024-11-11 11:17:20
density_difference,1,2024-11-11 11:17:21
pressure,159,2024-11-11 11:17:22
density_difference,8,2024-11-11 11:17:23
density_difference,7,2024-11-11 11:17:24
pressure,221,2024-11-11 11:17:25
density_difference,6,2024-11-11 11:17:26
density_difference,3,2024-11-11 11:17:27
density_difference,3,2024-11-11 11:17:28
boil_off_rate,41,2024-11-11 11:17:29
boil_off_rate,24,2024-11-11 11:17:30
density_difference,7,2024-11-11 11:17:31
boil_off_rate,145,2024-11-11 11:17:32
boil_off_rate,22,2024-11-11 11:17:33
boil_off_rate,59,2024-11-11 11:17:34
pressure,150,2024-11-11 11:17:35
pressure,222,2024-11-11 11:17:36
density_difference,5,2024-11-11 11:17:37
pressure,297,2024-11-11 11:17:38
pressure,189,2024-11-11 11:17:39
boil_off_rate,110,2024-11-11 11:17:40
pressure,159,2024-11-11 11:17:41
density_difference,4,2024-11-11 11:17:42
boil_off_rate,90,2024-11-11 11:17:43
boil_off_rate,11,2024-11-11 11:17:44
density_difference,4,2024-11-11 11:17:45
boil_off_rate,27,2024-11-11 11:17:46
boil_off_rate,130,2024-11-11 11:17:47
pressure,145,2024-11-11 11:17:48
boil_off_rate,9,2024-11-11 11:17:49
pressure,229,2024-11-11 11:17:50
pressure,166,2024-11-11 11:17:51
density_difference,5,2024-11-11 11:17:52
density_difference,10,2024-11-11 11:17:53
density_difference,6,2024-11-11 11:17:54
boil_off_rate,19,2024-11-11 11:17:55
density_difference,9,2024-11-11 11:17:56
density_difference,8,2024-11-11 11:17:57
boil_off_rate,78,2024-11-11 11:17:58
boil_off_rate,88,2024-11-11 11:17:59
density_difference,8,2024-11-11 11:18:00
pressure,122,2024-11-11 11:18:01
pressure,141,2024-11-11 11:18:02
pressure,244,2024-11-11 11:18:03
boil_off_rate,62,2024-11-11 11:18:04
density_difference,9,2024-11-11 11:18:05
pressure,203,2024-11-11 11:18:06
pressure,224,2024-11-11 11:18:07
density_difference,1,2024-11-11 11:18:08
boil_off_rate,138,2024-11-11 11:18:09
pressure,296,2024-11-11 11:18:10
pressure,278,2024-11-11 11:18:11
pressure,113,2024-11-11 11:18:12
pressure,255,2024-11-11 11:18:13
density_difference,8,2024-11-11 11:18:14
boil_off_rate,150,2024-11-11 11:18:15
density_difference,7,2024-11-11 11:18:16
pressure,214,2024-11-11 11:18:17
pressure,118,2024-11-11 11:18:18
density_difference,9,2024-11-11 11:18:19
density_difference,5,2024-11-11 11:18:20
pressure,225,2024-11-11 11:18:21
pressure,256,2024-11-11 11:18:22
pressure,278,2024-11-11 11:18:23
pressure,153,2024-11-11 11:18:24
pressure,263,2024-11-11 11:18:25
boil_off_rate,69,2024-11-11 11:18:26
boil_off_rate,29,2024-11-11 11:18:27
density_difference,4,2024-11-11 11:18:28
boil_off_rate,57,2024-11-11 11:18:29
density_difference,2,2024-11-11 11:18:30
boil_off_rate,42,2024-11-11 11:18:31
boil_off_rate,10,2024-11-11 11:18:32
pressure,106,2024-11-11 11:18:33
boil_off_rate,82,2024-11-11 11:18:34
pressure,126,2024-11-11 11:18:35
boil_off_rate,31,2024-11-11 11:18:36
density_difference,2,2024-11-11 11:18:37
pressure,146,2024-11-11 11:18:38
density_difference,4,2024-11-11 11:18:39
density_difference,4,2024-11-11 11:18:40
density_difference,7,2024-11-11 11:18:41
pressure,165,2024-11-11 11:18:42
pressure,270,2024-11-11 11:18:43
pressure,207,2024-11-11 11:18:44
boil_off_rate,29,2024-11-11 11:18:45
density_difference,8,2024-11-11 11:18:46
pressure,187,2024-11-11 11:18:47
density_difference,5,2024-11-11 11:18:48
density_difference,3,2024-11-11 11:18:49
boil_off_rate,142,2024-11-11 11:18:50
boil_off_rate,14,2024-11-11 11:18:51
pressure,147,2024-11-11 11:18:52
pressure,141,2024-11-11 11:18:53
pressure,197,2024-11-11 11:18:54
density_difference,7,2024-11-11 11:18:55
density_difference,3,2024-11-11 11:18:56
boil_off_rate,34,2024-11-11 11:18:57
density_difference,10,2024-11-11 11:18:58
boil_off_rate,142,2024-11-11 11:18:59
boil_off_rate,143,2024-11-11 11:19:00
density_difference,9,2024-11-11 11:19:01
density_difference,8,2024-11-11 11:19:02
pressure,145,2024-11-11 11:19:03
pressure,100,2024-11-11 11:19:04
density_difference,2,2024-11-11 11:19:05
pressure,203,2024-11-11 11:19:06
boil_off_rate,149,2024-11-11 11:19:07
boil_off_rate,120,2024-11-11 11:19:08
pressure,193,2024-11-11 11:19:09
pressure,296,2024-11-11 11:19:10
density_difference,4,2024-11-11 11:19:11
pressure,162,2024-11-11 11:19:12
pressure,193,2024-11-11 11:19:13
density_difference,8,2024-11-11 11:19:14
boil_off_rate,95,2024-11-11 11:19:15
density_difference,8,2024-11-11 11:19:16
density_difference,10,2024-11-11 11:19:17
density_difference,1,2024-11-11 11:19:18
pressure,239,2024-11-11 11:19:19
boil_off_rate,59,2024-11-11 11:19:20
boil_off_rate,65,2024-11-11 11:19:21
pressure,253,2024-11-11 11:19:22
density_difference,4,2024-11-11 11:19:23
density_difference,7,2024-11-11 11:19:24
pressure,248,2024-11-11 11:19:25
pressure,101,2024-11-11 11:19:26
density_difference,4,2024-11-11 11:19:27
density_difference,3,2024-11-11 11:19:28
boil_off_rate,139,2024-11-11 11:19:29
boil_off_rate,98,2024-11-11 11:19:30
boil_off_rate,29,2024-11-11 11:19:31
pressure,152,2024-11-11 11:19:32
density_difference,7,2024-11-11 11:19:33
boil_off_rate,53,2024-11-11 11:19:34
density_difference,8,2024-11-11 11:19:35
pressure,213,2024-11-11 11:19:36
boil_off_rate,131,2024-11-11 11:19:37
density_difference,4,2024-11-11 11:19:38
pressure,291,2024-11-11 11:19:39
density_difference,7,2024-11-11 11:19:40
density_difference,3,2024-11-11 11:19:41
pressure,240,2024-11-11 11:19:42
boil_off_rate,8,2024-11-11 11:19:43
pressure,190,2024-11-11 11:19:44
density_difference,6,2024-11-11 11:19:45
pressure,136,2024-11-11 11:19:46
density_difference,10,2024-11-11 11:19:47
pressure,271,2024-11-11 11:19:48
boil_off_rate,29,2024-11-11 11:19:49
pressure,261,2024-11-11 11:19:50
density_difference,10,2024-11-11 11:19:51
density_difference,8,2024-11-11 11:19:52
density_difference,10,2024-11-11 11:19:53
pressure,171,2024-11-11 11:19:54
pressure,223,2024-11-11 11:19:55
boil_off_rate,26,2024-11-11 11:19:56
boil_off_rate,45,2024-11-11 11:19:57
pressure,157,2024-11-11 11:19:58
pressure,286,2024-11-11 11:19:59
boil_off_rate,69,2024-11-11 11:20:00
pressure,259,2024-11-11 11:20:01
pressure,223,2024-11-11 11:20:02
pressure,137,2024-11-11 11:20:03
density_difference,3,2024-11-11 11:20:04
boil_off_rate,62,2024-11-11 11:20:05
density_difference,5,2024-11-11 11:20:06
boil_off_rate,6,2024-11-11 11:20:07
pressure,289,2024-11-11 11:20:08
boil_off_rate,149,2024-11-11 11:20:09
pressure,210,2024-11-11 11:20:10
pressure,138,2024-11-11 11:20:11
boil_off_rate,113,2024-11-11 11:20:12
density_difference,9,2024-11-11 11:20:13
pressure,155,2024-11-11 11:20:14
pressure,247,2024-11-11 11:20:15
density_difference,1,2024-11-11 11:20:16
pressure,171,2024-11-11 11:20:17
pressure,240,2024-11-11 11:20:18
pressure,290,2024-11-11 11:20:19
density_difference,5,2024-11-11 11:20:20
pressure,254,2024-11-11 11:20:21
boil_off_rate,16,2024-11-11 11:20:22
density_difference,1,2024-11-11 11:20:23
density_difference,7,2024-11-11 11:20:24
density_difference,9,2024-11-11 11:20:25
boil_off_rate,10,2024-11-11 11:20:26
pressure,103,2024-11-11 11:20:27
boil_off_rate,98,2024-11-11 11:20:28
boil_off_rate,99,2024-11-11 11:20:29
density_difference,3,2024-11-11 11:20:30
boil_off_rate,101,2024-11-11 11:20:31
boil_off_rate,20,2024-11-11 11:20:32
density_difference,3,2024-11-11 11:20:33
boil_off_rate,99,2024-11-11 11:20:34
density_difference,4,2024-11-11 11:20:35
boil_off_rate,119,2024-11-11 11:20:36
pressure,170,2024-11-11 11:20:37
pressure,270,2024-11-11 11:20:38
pressure,230,2024-11-11 11:20:39
pressure,265,2024-11-11 11:20:40
pressure,114,2024-11-11 11:20:41
density_difference,8,2024-11-11 11:20:42
pressure,104,2024-11-11 11:20:43
density_difference,1,2024-11-11 11:20:44
pressure,207,2024-11-11 11:20:45
pressure,255,2024-11-11 11:20:46
pressure,244,2024-11-11 11:20:47
pressure,281,2024-11-11 11:20:48
pressure,268,2024-11-11 11:20:49
density_difference,10,2024-11-11 11:20:50
pressure,217,2024-11-11 11:20:51
pressure,265,2024-11-11 11:20:52
boil_off_rate,119,2024-11-11 11:20:53
boil_off_rate,130,2024-11-11 11:20:54
pressure,173,2024-11-11 11:20:55
boil_off_rate,53,2024-11-11 11:20:56
density_difference,3,2024-11-11 11:20:57
density_difference,8,2024-11-11 11:20:58
pressure,284,2024-11-11 11:20:59
density_difference,9,2024-11-11 11:21:00
pressure,278,2024-11-11 11:21:01
boil_off_rate,45,2024-11-11 11:21:02
density_difference,7,2024-11-11 11:21:03
pressure,193,2024-11-11 11:21:04
boil_off_rate,59,2024-11-11 11:21:05
boil_off_rate,115,2024-11-11 11:21:06
density_difference,4,2024-11-11 11:21:07
boil_off_rate,28,2024-11-11 11:21:08
boil_off_rate,12,2024-11-11 11:21:09
pressure,299,2024-11-11 11:21:10
density_difference,10,2024-11-11 11:21:11
density_difference,4,2024-11-11 11:21:12
pressure,194,2024-11-11 11:21:13
density_difference,5,2024-11-11 11:21:14
pressure,178,2024-11-11 11:21:15
density_difference,3,2024-11-11 11:21:16
density_difference,7,2024-11-11 11:21:17
boil_off_rate,134,2024-11-11 11:21:18
pressure,214,2024-11-11 11:21:19
boil_off_rate,67,2024-11-11 11:21:20
pressure,195,2024-11-11 11:21:21
density_difference,10,2024-11-11 11:21:22
boil_off_rate,63,2024-11-11 11:21:23
pressure,225,2024-11-11 11:21:24
boil_off_rate,54,2024-11-11 11:21:25
boil_off_rate,50,2024-11-11 11:21:26
density_difference,6,2024-11-11 11:21:27
pressure,273,2024-11-11 11:21:28
boil_off_rate,150,2024-11-11 11:21:29
density_difference,4,2024-11-11 11:21:30
boil_off_rate,41,2024-11-11 11:21:31
boil_off_rate,109,2024-11-11 11:21:32
density_difference,6,2024-11-11 11:21:33
boil_off_rate,62,2024-11-11 11:21:34
density_difference,2,2024-11-11 11:21:35
density_difference,8,2024-11-11 11:21:36
pressure,221,2024-11-11 11:21:37
density_difference,1,2024-11-11 11:21:38
pressure,150,2024-11-11 11:21:39
pressure,210,2024-11-11 11:21:40
pressure,210,2024-11-11 11:21:41
boil_off_rate,99,2024-11-11 11:21:42
density_difference,1,2024-11-11 11:21:43
boil_off_rate,130,2024-11-11 11:21:44
density_difference,4,2024-11-11 11:21:45
boil_off_rate,80,2024-11-11 11:21:46
boil_off_rate,21,2024-11-11 11:21:47
pressure,104,2024-11-11 11:21:48
boil_off_rate,147,2024-11-11 11:21:49
boil_off_rate,139,2024-11-11 11:21:50
pressure,137,2024-11-11 11:21:51
boil_off_rate,10,2024-11-11 11:21:52
boil_off_rate,122,2024-11-11 11:21:53
density_difference,1,2024-11-11 11:21:54
pressure,146,2024-11-11 11:21:55
density_difference,6,2024-11-11 11:21:56
boil_off_rate,79,2024-11-11 11:21:57
boil_off_rate,107,2024-11-11 11:21:58
boil_off_rate,81,2024-11-11 11:21:59
density_difference,1,2024-11-11 11:22:00
density_difference,8,2024-11-11 11:22:01
pressure,243,2024-11-11 11:22:02
density_difference,6,2024-11-11 11:22:03
boil_off_rate,89,2024-11-11 11:22:04
pressure,241,2024-11-11 11:22:05
pressure,200,2024-11-11 11:22:06
pressure,184,2024-11-11 11:22:07
boil_off_rate,129,2024-11-11 11:22:08
pressure,126,2024-11-11 11:22:09
pressure,100,2024-11-11 11:22:10
pressure,267,2024-11-11 11:22:11
density_difference,5,2024-11-11 11:22:12
density_difference,2,2024-11-11 11:22:13
pressure,226,2024-11-11 11:22:14
pressure,199,2024-11-11 11:22:15
pressure,224,2024-11-11 11:22:16
pressure,270,2024-11-11 11:22:17
boil_off_rate,125,2024-11-11 11:22:18
density_difference,4,2024-11-11 11:22:19
boil_off_rate,8,2024-11-11 11:22:20
pressure,130,2024-11-11 11:22:21
pressure,111,2024-11-11 11:22:22
density_difference,5,2024-11-11 11:22:23
boil_off_rate,23,2024-11-11 11:22:24
boil_off_rate,90,2024-11-11 11:22:25
density_difference,2,2024-11-11 11:22:26
boil_off_rate,43,2024-11-11 11:22:27
pressure,180,2024-11-11 11:22:28
pressure,288,2024-11-11 11:22:29
pressure,266,2024-11-11 11:22:30
