type,value,timestamp
c,906,2024-12-12 23:53:36
c,290,2024-12-12 23:53:37
c,885,2024-12-12 23:53:38
a,488,2024-12-12 23:53:39
b,43,2024-12-12 23:53:40
b,126,2024-12-12 23:53:41
c,312,2024-12-12 23:53:42
b,177,2024-12-12 23:53:43
b,945,2024-12-12 23:53:44
a,95,2024-12-12 23:53:45
b,608,2024-12-12 23:53:46
c,129,2024-12-12 23:53:47
b,567,2024-12-12 23:53:48
b,39,2024-12-12 23:53:49
a,353,2024-12-12 23:53:50
c,453,2024-12-12 23:53:51
c,669,2024-12-12 23:53:52
b,154,2024-12-12 23:53:53
a,838,2024-12-12 23:53:54
a,18,2024-12-12 23:53:55
a,131,2024-12-12 23:53:56
b,437,2024-12-12 23:53:57
c,39,2024-12-12 23:53:58
c,258,2024-12-12 23:53:59
c,761,2024-12-12 23:54:00
c,606,2024-12-12 23:54:01
c,568,2024-12-12 23:54:02
c,772,2024-12-12 23:54:03
a,898,2024-12-12 23:54:04
c,413,2024-12-12 23:54:05
c,965,2024-12-12 23:54:06
a,17,2024-12-12 23:54:07
a,892,2024-12-12 23:54:08
c,627,2024-12-12 23:54:09
b,956,2024-12-12 23:54:10
b,938,2024-12-12 23:54:11
a,414,2024-12-12 23:54:12
b,695,2024-12-12 23:54:13
b,800,2024-12-12 23:54:14
a,565,2024-12-12 23:54:15
c,817,2024-12-12 23:54:16
a,79,2024-12-12 23:54:17
a,784,2024-12-12 23:54:18
b,936,2024-12-12 23:54:19
a,583,2024-12-12 23:54:20
b,757,2024-12-12 23:54:21
c,899,2024-12-12 23:54:22
b,510,2024-12-12 23:54:23
a,641,2024-12-12 23:54:24
c,52,2024-12-12 23:54:25
b,812,2024-12-12 23:54:26
b,192,2024-12-12 23:54:27
a,34,2024-12-12 23:54:28
c,372,2024-12-12 23:54:29
b,674,2024-12-12 23:54:30
c,417,2024-12-12 23:54:31
a,14,2024-12-12 23:54:32
c,620,2024-12-12 23:54:33
b,942,2024-12-12 23:54:34
c,271,2024-12-12 23:54:35
c,860,2024-12-12 23:54:36
a,566,2024-12-12 23:54:37
b,237,2024-12-12 23:54:38
c,572,2024-12-12 23:54:39
c,191,2024-12-12 23:54:40
a,159,2024-12-12 23:54:41
b,174,2024-12-12 23:54:42
a,899,2024-12-12 23:54:43
b,967,2024-12-12 23:54:44
c,243,2024-12-12 23:54:45
c,482,2024-12-12 23:54:46
a,153,2024-12-12 23:54:47
a,999,2024-12-12 23:54:48
a,590,2024-12-12 23:54:49
a,381,2024-12-12 23:54:50
c,151,2024-12-12 23:54:51
c,491,2024-12-12 23:54:52
b,991,2024-12-12 23:54:53
a,573,2024-12-12 23:54:54
a,105,2024-12-12 23:54:55
a,306,2024-12-12 23:54:56
a,526,2024-12-12 23:54:57
b,305,2024-12-12 23:54:58
c,49,2024-12-12 23:54:59
b,400,2024-12-12 23:55:00
b,579,2024-12-12 23:55:01
a,512,2024-12-12 23:55:02
b,563,2024-12-12 23:55:03
c,17,2024-12-12 23:55:04
c,485,2024-12-12 23:55:05
a,673,2024-12-12 23:55:06
c,808,2024-12-12 23:55:07
b,757,2024-12-12 23:55:08
c,299,2024-12-12 23:55:09
c,991,2024-12-12 23:55:10
b,360,2024-12-12 23:55:11
a,987,2024-12-12 23:55:12
b,174,2024-12-12 23:55:13
b,435,2024-12-12 23:55:14
a,365,2024-12-12 23:55:15
b,982,2024-12-12 23:55:16
a,42,2024-12-12 23:55:17
a,236,2024-12-12 23:55:18
c,135,2024-12-12 23:55:19
c,820,2024-12-12 23:55:20
c,956,2024-12-12 23:55:21
c,205,2024-12-12 23:55:22
b,234,2024-12-12 23:55:23
c,237,2024-12-12 23:55:24
a,306,2024-12-12 23:55:25
b,678,2024-12-12 23:55:26
a,740,2024-12-12 23:55:27
a,41,2024-12-12 23:55:28
b,305,2024-12-12 23:55:29
a,89,2024-12-12 23:55:30
b,860,2024-12-12 23:55:31
a,513,2024-12-12 23:55:32
b,880,2024-12-12 23:55:33
a,868,2024-12-12 23:55:34
b,706,2024-12-12 23:55:35
b,687,2024-12-12 23:55:36
a,645,2024-12-12 23:55:37
a,444,2024-12-12 23:55:38
a,982,2024-12-12 23:55:39
a,567,2024-12-12 23:55:40
b,443,2024-12-12 23:55:41
c,510,2024-12-12 23:55:42
b,653,2024-12-12 23:55:43
c,234,2024-12-12 23:55:44
a,851,2024-12-12 23:55:45
a,116,2024-12-12 23:55:46
c,969,2024-12-12 23:55:47
a,457,2024-12-12 23:55:48
a,752,2024-12-12 23:55:49
c,738,2024-12-12 23:55:50
a,18,2024-12-12 23:55:51
b,530,2024-12-12 23:55:52
c,328,2024-12-12 23:55:53
b,541,2024-12-12 23:55:54
a,909,2024-12-12 23:55:55
b,878,2024-12-12 23:55:56
c,397,2024-12-12 23:55:57
a,370,2024-12-12 23:55:58
b,789,2024-12-12 23:55:59
b,685,2024-12-12 23:56:00
c,32,2024-12-12 23:56:01
c,313,2024-12-12 23:56:02
a,50,2024-12-12 23:56:03
b,847,2024-12-12 23:56:04
a,31,2024-12-12 23:56:05
a,396,2024-12-12 23:56:06
c,425,2024-12-12 23:56:07
b,155,2024-12-12 23:56:08
a,402,2024-12-12 23:56:09
a,776,2024-12-12 23:56:10
b,119,2024-12-12 23:56:11
a,751,2024-12-12 23:56:12
c,548,2024-12-12 23:56:13
b,42,2024-12-12 23:56:14
b,859,2024-12-12 23:56:15
a,589,2024-12-12 23:56:16
b,876,2024-12-12 23:56:17
c,286,2024-12-12 23:56:18
b,832,2024-12-12 23:56:19
c,337,2024-12-12 23:56:20
a,784,2024-12-12 23:56:21
c,789,2024-12-12 23:56:22
c,710,2024-12-12 23:56:23
a,743,2024-12-12 23:56:24
b,287,2024-12-12 23:56:25
b,276,2024-12-12 23:56:26
a,427,2024-12-12 23:56:27
c,932,2024-12-12 23:56:28
c,564,2024-12-12 23:56:29
c,74,2024-12-12 23:56:30
b,696,2024-12-12 23:56:31
a,993,2024-12-12 23:56:32
a,650,2024-12-12 23:56:33
c,31,2024-12-12 23:56:34
b,504,2024-12-12 23:56:35
a,991,2024-12-12 23:56:36
c,92,2024-12-12 23:56:37
a,362,2024-12-12 23:56:38
c,49,2024-12-12 23:56:39
a,335,2024-12-12 23:56:40
b,915,2024-12-12 23:56:41
b,759,2024-12-12 23:56:42
b,621,2024-12-12 23:56:43
a,931,2024-12-12 23:56:44
c,384,2024-12-12 23:56:45
c,326,2024-12-12 23:56:46
c,779,2024-12-12 23:56:47
b,264,2024-12-12 23:56:48
a,731,2024-12-12 23:56:49
c,995,2024-12-12 23:56:50
c,482,2024-12-12 23:56:51
c,82,2024-12-12 23:56:52
c,391,2024-12-12 23:56:53
c,219,2024-12-12 23:56:54
a,843,2024-12-12 23:56:55
c,182,2024-12-12 23:56:56
a,392,2024-12-12 23:56:57
a,76,2024-12-12 23:56:58
c,512,2024-12-12 23:56:59
b,656,2024-12-12 23:57:00
c,425,2024-12-12 23:57:01
b,848,2024-12-12 23:57:02
c,426,2024-12-12 23:57:03
a,461,2024-12-12 23:57:04
b,797,2024-12-12 23:57:05
a,663,2024-12-12 23:57:06
a,300,2024-12-12 23:57:07
b,480,2024-12-12 23:57:08
c,998,2024-12-12 23:57:09
a,638,2024-12-12 23:57:10
b,316,2024-12-12 23:57:11
a,186,2024-12-12 23:57:12
b,521,2024-12-12 23:57:13
a,170,2024-12-12 23:57:14
a,654,2024-12-12 23:57:15
c,857,2024-12-12 23:57:16
b,33,2024-12-12 23:57:17
c,32,2024-12-12 23:57:18
a,967,2024-12-12 23:57:19
a,73,2024-12-12 23:57:20
c,758,2024-12-12 23:57:21
b,690,2024-12-12 23:57:22
b,790,2024-12-12 23:57:23
c,26,2024-12-12 23:57:24
c,976,2024-12-12 23:57:25
c,161,2024-12-12 23:57:26
a,192,2024-12-12 23:57:27
c,225,2024-12-12 23:57:28
b,326,2024-12-12 23:57:29
a,104,2024-12-12 23:57:30
c,917,2024-12-12 23:57:31
b,14,2024-12-12 23:57:32
a,476,2024-12-12 23:57:33
b,371,2024-12-12 23:57:34
a,200,2024-12-12 23:57:35
a,725,2024-12-12 23:57:36
a,687,2024-12-12 23:57:37
c,269,2024-12-12 23:57:38
c,550,2024-12-12 23:57:39
c,274,2024-12-12 23:57:40
b,433,2024-12-12 23:57:41
c,335,2024-12-12 23:57:42
b,253,2024-12-12 23:57:43
c,580,2024-12-12 23:57:44
b,593,2024-12-12 23:57:45
b,63,2024-12-12 23:57:46
c,430,2024-12-12 23:57:47
c,530,2024-12-12 23:57:48
c,825,2024-12-12 23:57:49
a,965,2024-12-12 23:57:50
c,978,2024-12-12 23:57:51
b,384,2024-12-12 23:57:52
b,573,2024-12-12 23:57:53
c,702,2024-12-12 23:57:54
c,772,2024-12-12 23:57:55
c,346,2024-12-12 23:57:56
b,118,2024-12-12 23:57:57
a,723,2024-12-12 23:57:58
a,356,2024-12-12 23:57:59
b,280,2024-12-12 23:58:00
c,623,2024-12-12 23:58:01
b,278,2024-12-12 23:58:02
c,942,2024-12-12 23:58:03
b,624,2024-12-12 23:58:04
b,305,2024-12-12 23:58:05
a,803,2024-12-12 23:58:06
c,999,2024-12-12 23:58:07
c,373,2024-12-12 23:58:08
b,364,2024-12-12 23:58:09
b,203,2024-12-12 23:58:10
b,122,2024-12-12 23:58:11
c,531,2024-12-12 23:58:12
b,270,2024-12-12 23:58:13
a,428,2024-12-12 23:58:14
b,384,2024-12-12 23:58:15
a,650,2024-12-12 23:58:16
a,233,2024-12-12 23:58:17
a,151,2024-12-12 23:58:18
c,711,2024-12-12 23:58:19
c,581,2024-12-12 23:58:20
c,698,2024-12-12 23:58:21
c,574,2024-12-12 23:58:22
c,66,2024-12-12 23:58:23
c,18,2024-12-12 23:58:24
b,223,2024-12-12 23:58:25
c,159,2024-12-12 23:58:26
b,622,2024-12-12 23:58:27
c,927,2024-12-12 23:58:28
c,58,2024-12-12 23:58:29
a,196,2024-12-12 23:58:30
b,528,2024-12-12 23:58:31
b,262,2024-12-12 23:58:32
b,992,2024-12-12 23:58:33
c,370,2024-12-12 23:58:34
a,430,2024-12-12 23:58:35
a,976,2024-12-12 23:58:36
b,694,2024-12-12 23:58:37
c,931,2024-12-12 23:58:38
c,859,2024-12-12 23:58:39
c,926,2024-12-12 23:58:40
b,175,2024-12-12 23:58:41
b,199,2024-12-12 23:58:42
a,51,2024-12-12 23:58:43
b,333,2024-12-12 23:58:44
b,988,2024-12-12 23:58:45
b,331,2024-12-12 23:58:46
b,530,2024-12-12 23:58:47
b,231,2024-12-12 23:58:48
c,409,2024-12-12 23:58:49
c,406,2024-12-12 23:58:50
a,340,2024-12-12 23:58:51
a,534,2024-12-12 23:58:52
b,991,2024-12-12 23:58:53
c,848,2024-12-12 23:58:54
b,964,2024-12-12 23:58:55
b,422,2024-12-12 23:58:56
b,299,2024-12-12 23:58:57
b,317,2024-12-12 23:58:58
c,102,2024-12-12 23:58:59
a,831,2024-12-12 23:59:00
a,422,2024-12-12 23:59:01
b,100,2024-12-12 23:59:02
a,400,2024-12-12 23:59:03
b,272,2024-12-12 23:59:04
a,744,2024-12-12 23:59:05
c,865,2024-12-12 23:59:06
c,1,2024-12-12 23:59:07
a,535,2024-12-12 23:59:08
a,225,2024-12-12 23:59:09
a,336,2024-12-12 23:59:10
c,550,2024-12-12 23:59:11
b,257,2024-12-12 23:59:12
c,55,2024-12-12 23:59:13
a,55,2024-12-12 23:59:14
c,279,2024-12-12 23:59:15
a,595,2024-12-12 23:59:16
c,706,2024-12-12 23:59:17
c,485,2024-12-12 23:59:18
c,878,2024-12-12 23:59:19
c,694,2024-12-12 23:59:20
a,563,2024-12-12 23:59:21
c,148,2024-12-12 23:59:22
b,53,2024-12-12 23:59:23
a,265,2024-12-12 23:59:24
c,253,2024-12-12 23:59:25
b,935,2024-12-12 23:59:26
a,134,2024-12-12 23:59:27
a,322,2024-12-12 23:59:28
c,575,2024-12-12 23:59:29
b,696,2024-12-12 23:59:30
a,607,2024-12-12 23:59:31
a,569,2024-12-12 23:59:32
a,8,2024-12-12 23:59:33
a,676,2024-12-12 23:59:34
a,545,2024-12-12 23:59:35
c,464,2024-12-12 23:59:36
c,717,2024-12-12 23:59:37
c,225,2024-12-12 23:59:38
a,354,2024-12-12 23:59:39
c,165,2024-12-12 23:59:40
b,780,2024-12-12 23:59:41
c,787,2024-12-12 23:59:42
b,142,2024-12-12 23:59:43
b,866,2024-12-12 23:59:44
c,744,2024-12-12 23:59:45
c,866,2024-12-12 23:59:46
c,478,2024-12-12 23:59:47
a,398,2024-12-12 23:59:48
c,843,2024-12-12 23:59:49
a,7,2024-12-12 23:59:50
b,719,2024-12-12 23:59:51
b,660,2024-12-12 23:59:52
c,992,2024-12-12 23:59:53
c,658,2024-12-12 23:59:54
c,715,2024-12-12 23:59:55
a,303,2024-12-12 23:59:56
b,76,2024-12-12 23:59:57
b,817,2024-12-12 23:59:58
c,16,2024-12-12 23:59:59
a,854,2024-12-13 00:00:00
c,850,2024-12-13 00:00:01
a,820,2024-12-13 00:00:02
b,491,2024-12-13 00:00:03
a,39,2024-12-13 00:00:04
b,876,2024-12-13 00:00:05
a,963,2024-12-13 00:00:06
c,452,2024-12-13 00:00:07
c,180,2024-12-13 00:00:08
c,271,2024-12-13 00:00:09
b,571,2024-12-13 00:00:10
c,743,2024-12-13 00:00:11
a,615,2024-12-13 00:00:12
a,186,2024-12-13 00:00:13
a,309,2024-12-13 00:00:14
c,173,2024-12-13 00:00:15
b,916,2024-12-13 00:00:16
a,339,2024-12-13 00:00:17
a,277,2024-12-13 00:00:18
c,185,2024-12-13 00:00:19
c,870,2024-12-13 00:00:20
a,51,2024-12-13 00:00:21
a,240,2024-12-13 00:00:22
b,361,2024-12-13 00:00:23
b,678,2024-12-13 00:00:24
b,257,2024-12-13 00:00:25
b,726,2024-12-13 00:00:26
a,926,2024-12-13 00:00:27
b,490,2024-12-13 00:00:28
a,587,2024-12-13 00:00:29
b,153,2024-12-13 00:00:30
b,808,2024-12-13 00:00:31
a,745,2024-12-13 00:00:32
a,477,2024-12-13 00:00:33
b,210,2024-12-13 00:00:34
b,512,2024-12-13 00:00:35
a,580,2024-12-13 00:00:36
a,79,2024-12-13 00:00:37
b,827,2024-12-13 00:00:38
b,622,2024-12-13 00:00:39
b,232,2024-12-13 00:00:40
b,316,2024-12-13 00:00:41
c,846,2024-12-13 00:00:42
b,716,2024-12-13 00:00:43
a,709,2024-12-13 00:00:44
b,51,2024-12-13 00:00:45
b,269,2024-12-13 00:00:46
b,756,2024-12-13 00:00:47
a,980,2024-12-13 00:00:48
a,280,2024-12-13 00:00:49
b,285,2024-12-13 00:00:50
a,478,2024-12-13 00:00:51
c,533,2024-12-13 00:00:52
b,246,2024-12-13 00:00:53
a,849,2024-12-13 00:00:54
c,860,2024-12-13 00:00:55
a,385,2024-12-13 00:00:56
b,561,2024-12-13 00:00:57
b,641,2024-12-13 00:00:58
b,449,2024-12-13 00:00:59
b,905,2024-12-13 00:01:00
b,376,2024-12-13 00:01:01
c,447,2024-12-13 00:01:02
c,193,2024-12-13 00:01:03
c,509,2024-12-13 00:01:04
b,733,2024-12-13 00:01:05
a,127,2024-12-13 00:01:06
b,512,2024-12-13 00:01:07
b,843,2024-12-13 00:01:08
c,276,2024-12-13 00:01:09
a,89,2024-12-13 00:01:10
c,613,2024-12-13 00:01:11
a,844,2024-12-13 00:01:12
c,446,2024-12-13 00:01:13
b,901,2024-12-13 00:01:14
c,334,2024-12-13 00:01:15
c,885,2024-12-13 00:01:16
b,910,2024-12-13 00:01:17
b,203,2024-12-13 00:01:18
a,25,2024-12-13 00:01:19
a,988,2024-12-13 00:01:20
b,676,2024-12-13 00:01:21
c,981,2024-12-13 00:01:22
a,93,2024-12-13 00:01:23
c,95,2024-12-13 00:01:24
b,429,2024-12-13 00:01:25
b,363,2024-12-13 00:01:26
c,421,2024-12-13 00:01:27
a,829,2024-12-13 00:01:28
c,829,2024-12-13 00:01:29
b,707,2024-12-13 00:01:30
b,452,2024-12-13 00:01:31
c,443,2024-12-13 00:01:32
a,510,2024-12-13 00:01:33
b,880,2024-12-13 00:01:34
b,415,2024-12-13 00:01:35
c,236,2024-12-13 00:01:36
a,779,2024-12-13 00:01:37
b,806,2024-12-13 00:01:38
b,559,2024-12-13 00:01:39
b,938,2024-12-13 00:01:40
c,640,2024-12-13 00:01:41
a,156,2024-12-13 00:01:42
c,791,2024-12-13 00:01:43
b,120,2024-12-13 00:01:44
c,423,2024-12-13 00:01:45
b,902,2024-12-13 00:01:46
c,271,2024-12-13 00:01:47
a,152,2024-12-13 00:01:48
c,859,2024-12-13 00:01:49
b,715,2024-12-13 00:01:50
b,2,2024-12-13 00:01:51
c,871,2024-12-13 00:01:52
c,748,2024-12-13 00:01:53
b,492,2024-12-13 00:01:54
c,170,2024-12-13 00:01:55
a,505,2024-12-13 00:01:56
c,243,2024-12-13 00:01:57
c,84,2024-12-13 00:01:58
a,693,2024-12-13 00:01:59
b,840,2024-12-13 00:02:00
a,519,2024-12-13 00:02:01
b,741,2024-12-13 00:02:02
a,696,2024-12-13 00:02:03
b,531,2024-12-13 00:02:04
c,354,2024-12-13 00:02:05
b,912,2024-12-13 00:02:06
c,505,2024-12-13 00:02:07
a,893,2024-12-13 00:02:08
a,414,2024-12-13 00:02:09
a,963,2024-12-13 00:02:10
a,294,2024-12-13 00:02:11
b,276,2024-12-13 00:02:12
b,614,2024-12-13 00:02:13
c,530,2024-12-13 00:02:14
b,61,2024-12-13 00:02:15
b,69,2024-12-13 00:02:16
c,52,2024-12-13 00:02:17
c,585,2024-12-13 00:02:18
c,411,2024-12-13 00:02:19
c,143,2024-12-13 00:02:20
a,915,2024-12-13 00:02:21
c,142,2024-12-13 00:02:22
a,629,2024-12-13 00:02:23
a,229,2024-12-13 00:02:24
c,21,2024-12-13 00:02:25
a,176,2024-12-13 00:02:26
c,70,2024-12-13 00:02:27
b,71,2024-12-13 00:02:28
c,371,2024-12-13 00:02:29
c,598,2024-12-13 00:02:30
c,939,2024-12-13 00:02:31
a,155,2024-12-13 00:02:32
b,498,2024-12-13 00:02:33
a,729,2024-12-13 00:02:34
c,215,2024-12-13 00:02:35
c,768,2024-12-13 00:02:36
a,173,2024-12-13 00:02:37
a,191,2024-12-13 00:02:38
a,461,2024-12-13 00:02:39
a,762,2024-12-13 00:02:40
b,228,2024-12-13 00:02:41
b,588,2024-12-13 00:02:42
a,630,2024-12-13 00:02:43
a,784,2024-12-13 00:02:44
a,559,2024-12-13 00:02:45
a,797,2024-12-13 00:02:46
a,785,2024-12-13 00:02:47
b,88,2024-12-13 00:02:48
a,810,2024-12-13 00:02:49
a,445,2024-12-13 00:02:50
a,999,2024-12-13 00:02:51
b,372,2024-12-13 00:02:52
c,340,2024-12-13 00:02:53
b,732,2024-12-13 00:02:54
c,301,2024-12-13 00:02:55
b,683,2024-12-13 00:02:56
b,980,2024-12-13 00:02:57
c,936,2024-12-13 00:02:58
a,252,2024-12-13 00:02:59
c,789,2024-12-13 00:03:00
c,326,2024-12-13 00:03:01
c,989,2024-12-13 00:03:02
b,15,2024-12-13 00:03:03
a,51,2024-12-13 00:03:04
a,883,2024-12-13 00:03:05
c,982,2024-12-13 00:03:06
a,725,2024-12-13 00:03:07
a,884,2024-12-13 00:03:08
c,826,2024-12-13 00:03:09
a,19,2024-12-13 00:03:10
b,748,2024-12-13 00:03:11
b,63,2024-12-13 00:03:12
b,645,2024-12-13 00:03:13
c,325,2024-12-13 00:03:14
a,857,2024-12-13 00:03:15
a,227,2024-12-13 00:03:16
b,843,2024-12-13 00:03:17
b,991,2024-12-13 00:03:18
b,605,2024-12-13 00:03:19
a,490,2024-12-13 00:03:20
a,615,2024-12-13 00:03:21
a,265,2024-12-13 00:03:22
b,972,2024-12-13 00:03:23
c,935,2024-12-13 00:03:24
c,404,2024-12-13 00:03:25
a,423,2024-12-13 00:03:26
a,301,2024-12-13 00:03:27
a,100,2024-12-13 00:03:28
b,964,2024-12-13 00:03:29
a,95,2024-12-13 00:03:30
a,545,2024-12-13 00:03:31
b,702,2024-12-13 00:03:32
b,732,2024-12-13 00:03:33
a,602,2024-12-13 00:03:34
c,530,2024-12-13 00:03:35
a,835,2024-12-13 00:03:36
a,34,2024-12-13 00:03:37
b,188,2024-12-13 00:03:38
b,133,2024-12-13 00:03:39
a,6,2024-12-13 00:03:40
b,572,2024-12-13 00:03:41
b,999,2024-12-13 00:03:42
a,114,2024-12-13 00:03:43
a,777,2024-12-13 00:03:44
a,346,2024-12-13 00:03:45
c,849,2024-12-13 00:03:46
c,189,2024-12-13 00:03:47
b,99,2024-12-13 00:03:48
b,246,2024-12-13 00:03:49
